Indice;Fecha_larga;Fecha_AAAAMMDD;B1;B2;B3;B4;B5;B6;C;R;Recaudación;Bote;ACE;PCE;AC1;PC1;AC2;PC2;AC3;PC3;AC4;PC4;AC5;PC5;ACR;PCR
2602; Resultado del  jueves 28 de septiembre de 1995;19950928; 10; 15; 36; 38; 44; 45;26;5;13.081.301,31;0;0;0,00;0;0,00;251;4.221,45;16.518;60,58;347.847;6,09
2603; Resultado del  sábado 23 de septiembre de 1995;19950923; 01; 15; 24; 33; 40; 41;44;4;10.356.417,01;0;1;1.351.512,42;7;39.946,18;456;1.226,42;18.719;42,32;326.514;5,14
2604; Resultado del  jueves 21 de septiembre de 1995;19950921; 03; 04; 18; 19; 25; 44;26;5;13.237.904,03;0;0;0,00;11;32.493,03;393;1.818,95;23.186;43,68;431.787;4,96
2605; Resultado del  sábado 16 de septiembre de 1995;19950916; 19; 22; 26; 30; 37; 41;05;7;13.391.425,96;0;2;2.994.718,95;10;36.156,85;292;2.476,49;16.972;60,36;335.340;6,47
2606; Resultado del  jueves 14 de septiembre de 1995;19950914; 09; 11; 17; 26; 32; 39;05;3;14.701.010,90;0;2;1.759.503,39;16;24.807,96;492;1.613,53;23.805;47,25;428.324;5,56
2607; Resultado del  sábado 9 de septiembre de 1995;19950909; 01; 02; 03; 08; 42; 45;31;8;9.895.319,32;0;0;0,00;4;66.793,41;208;2.568,98;14.810;51,12;287.872;5,57
2608; Resultado del  jueves 7 de septiembre de 1995;19950907; 07; 14; 19; 22; 23; 35;08;9;12.728.145,40;0;1;1.661.022,98;12;28.638,33;603;1.139,83;31.288;31,12;511.573;4,03
2609; Resultado del  sábado 2 de septiembre de 1995;19950902; 04; 15; 17; 20; 25; 32;37;5;9.724.052,50;0;0;0,00;10;26.254,94;371;1.415,36;19.996;37,20;343.777;4,58
2610; Resultado del  jueves 31 de agosto de 1995;19950831; 04; 09; 13; 29; 39; 46;49;4;12.394.024,14;0;0;0,00;5;66.927,73;236;2.835,92;16.091;58,92;324.084;6,20
2611; Resultado del  sábado 26 de agosto de 1995;19950826; 04; 16; 18; 22; 36; 48;07;7;9.558.353,47;0;4;311.841,28;6;43.012,59;564;915,16;19.526;37,45;302.939;5,11
2612; Resultado del  jueves 24 de agosto de 1995;19950824; 08; 09; 19; 30; 34; 48;23;5;12.264.558,32;0;0;0,00;6;55.190,51;213;3.109,32;15.342;61,15;312.579;6,36
2613; Resultado del  sábado 19 de agosto de 1995;19950819; 16; 34; 35; 38; 45; 46;29;5;10.916.960,56;0;0;0,00;9;32.750,88;196;3.007,74;13.564;61,57;272.143;6,50
2614; Resultado del  jueves 17 de agosto de 1995;19950817; 05; 07; 28; 33; 35; 47;02;0;13.040.226,94;0;3;1.437.069,69;14;25.149,01;755;932,68;31.651;31,52;506.500;4,17
2615; Resultado del  sábado 12 de agosto de 1995;19950812; 04; 08; 11; 16; 31; 37;03;3;9.292.093,08;0;3;404.206,05;5;50.177,30;239;2.099,47;14.322;49,63;256.388;5,87
2616; Resultado del  jueves 10 de agosto de 1995;19950810; 09; 11; 13; 27; 37; 42;32;3;12.031.991,87;0;1;1.570.174,94;7;46.409,11;371;1.751,29;21.103;43,62;376.972;5,17
2617; Resultado del  sábado 5 de agosto de 1995;19950805; 07; 16; 25; 33; 37; 47;49;1;11.576.173,48;0;3;1.523.966,76;21;14.883,65;579;1.079,65;28.847;30,70;429.259;4,37
2618; Resultado del  jueves 3 de agosto de 1995;19950803; 05; 07; 12; 29; 34; 35;25;6;12.682.320,03;0;2;827.521,38;11;31.129,33;415;1.650,23;22.260;43,59;405.423;5,07
2619; Resultado del  sábado 29 de julio de 1995;19950729; 05; 06; 07; 16; 40; 43;37;1;9.398.487,25;0;0;0,00;4;63.439,79;179;2.835,30;12.547;57,30;262.900;5,79
2620; Resultado del  jueves 27 de julio de 1995;19950727; 01; 21; 30; 31; 41; 48;03;7;12.189.202,22;0;0;0,00;2;164.554,23;534;1.232,62;22.055;42,28;246.043;8,02
2621; Resultado del  sábado 22 de julio de 1995;19950722; 01; 29; 31; 36; 45; 46;42;7;10.604.928,90;0;0;0,00;1;286.333,08;111;5.159,15;8.683;93,43;212.841;8,07
2622; Resultado del  jueves 20 de julio de 1995;19950720; 01; 11; 18; 29; 33; 49;45;3;13.514.854,01;0;1;3.382.771,20;5;72.980,21;358;2.038,55;21.711;47,62;391.940;5,58
2623; Resultado del  sábado 15 de julio de 1995;19950715; 04; 14; 20; 22; 27; 45;21;5;9.633.036,43;0;3;419.037,08;5;52.018,40;461;1.128,38;19.434;37,92;315.296;4,95
2624; Resultado del  jueves 13 de julio de 1995;19950713; 12; 22; 28; 34; 39; 48;42;7;12.666.912,48;0;1;1.653.032,08;9;38.000,74;244;2.803,33;16.422;59,01;328.545;6,24
2625; Resultado del  sábado 8 de julio de 1995;19950708; 05; 10; 14; 22; 30; 47;49;7;11.086.181,53;0;3;1.027.616,97;8;37.415,86;369;1.622,37;19.797;42,84;353.299;5,08
2626; Resultado del  jueves 6 de julio de 1995;19950706; 08; 11; 19; 34; 36; 42;05;2;13.907.920,14;0;0;0,00;13;28.885,68;387;1.940,64;19.495;54,58;356.778;6,32
2627; Resultado del  sábado 1 de julio de 1995;19950701; 02; 23; 28; 37; 44; 48;09;5;9.390.928,92;0;0;0,00;6;42.259,18;220;2.305,04;12.786;56,19;239.061;6,36
2628; Resultado del  jueves 29 de junio de 1995;19950629; 11; 12; 25; 35; 36; 37;24;2;12.314.789,10;0;2;803.539,99;34;9.779,39;386;1.722,80;17.497;53,84;352.406;5,66
2629; Resultado del  sábado 24 de junio de 1995;19950624; 01; 16; 26; 28; 29; 41;47;1;9.253.620,50;0;1;1.207.597,47;1;249.847,75;149;3.353,66;10.105;70,05;215.293;6,97
2630; Resultado del  jueves 22 de junio de 1995;19950622; 08; 14; 16; 21; 26; 49;03;9;12.406.764,39;0;0;0,00;14;23.927,33;335;1.999,90;20.205;46,98;383.634;5,24
2631; Resultado del  sábado 17 de junio de 1995;19950617; 13; 17; 35; 38; 42; 48;43;5;9.535.651,44;0;1;1.244.402,51;7;36.780,37;478;1.077,25;18.335;39,79;283.475;5,45
2632; Resultado del  jueves 15 de junio de 1995;19950615; 10; 11; 38; 40; 42; 47;39;8;12.537.197,24;0;0;0,00;5;67.700,86;150;4.513,39;12.103;79,24;278.072;7,30
2633; Resultado del  sábado 10 de junio de 1995;19950610; 12; 13; 16; 21; 22; 42;46;9;9.549.624,97;0;0;0,00;6;42.973,32;264;1.953,33;16.125;45,30;309.631;4,99
2634; Resultado del  jueves 8 de junio de 1995;19950608; 02; 08; 09; 21; 26; 33;22;4;12.536.286,11;0;1;1.635.985,34;10;33.847,97;477;1.419,20;23.550;40,72;407.506;4,98
2635; Resultado del  sábado 3 de junio de 1995;19950603; 03; 08; 09; 10; 14; 22;31;1;10.599.749,38;0;1;2.644.239,05;9;31.799,25;427;1.340,49;22.480;36,07;373.001;4,60
2636; Resultado del  jueves 1 de junio de 1995;19950601; 02; 13; 14; 15; 33; 36;11;3;12.778.694,12;0;1;1.667.619,58;12;28.752,06;498;1.385,64;28.323;34,52;484.134;4,27
2637; Resultado del  sábado 27 de mayo de 1995;19950527; 21; 26; 28; 34; 39; 42;12;8;9.417.377,66;0;1;1.228.967,79;7;36.324,17;287;1.771,91;13.667;52,71;250.250;6,09
2638; Resultado del  jueves 25 de mayo de 1995;19950525; 02; 05; 06; 45; 46; 47;42;1;12.512.693,38;0;1;1.632.906,49;8;42.230,34;419;1.612,61;16.324;58,64;349.858;5,79
2639; Resultado del  sábado 20 de mayo de 1995;19950520; 03; 19; 24; 27; 34; 39;48;1;9.447.297,25;0;1;1.232.872,29;3;85.025,68;241;2.116,82;14.834;48,72;274.997;5,57
2640; Resultado del  jueves 18 de mayo de 1995;19950518; 05; 23; 24; 37; 41; 48;46;0;12.571.202,51;0;2;820.270,97;5;67.884,49;419;1.620,15;20.743;46,36;369.075;5,52
2641; Resultado del  sábado 13 de mayo de 1995;19950513; 01; 08; 09; 27; 34; 39;33;1;9.644.491,72;0;2;629.303,08;4;65.100,32;194;2.684,55;13.559;54,42;269.474;5,80
2642; Resultado del  jueves 11 de mayo de 1995;19950511; 03; 09; 16; 17; 40; 47;23;8;12.790.364,57;0;1;1.669.142,58;7;49.334,26;285;2.423,44;18.760;52,16;371.003;5,58
2643; Resultado del  sábado 6 de mayo de 1995;19950506; 02; 09; 16; 21; 39; 44;27;0;9.568.922,87;0;2;624.372,22;6;43.060,16;247;2.091,99;13.515;54,16;239.239;6,48
2644; Resultado del  jueves 4 de mayo de 1995;19950504; 11; 17; 20; 23; 38; 45;27;1;12.518.437,25;0;1;1.633.656,06;8;42.249,73;629;1.074,71;23.804;40,23;374.820;5,41
2645; Resultado del  sábado 29 de abril de 1995;19950429; 02; 06; 07; 28; 44; 45;48;7;9.710.899,35;0;2;633.636,18;6;43.699,05;217;2.416,54;13.689;54,27;274.030;5,74
2646; Resultado del  jueves 27 de abril de 1995;19950427; 01; 03; 21; 25; 26; 40;28;4;12.758.974,31;0;2;832.523,07;4;86.123,08;364;1.892,82;21.577;45,24;419.570;4,93
2647; Resultado del  sábado 22 de abril de 1995;19950422; 08; 10; 28; 36; 37; 47;18;6;9.662.618,85;0;0;0,00;3;86.963,57;133;3.923,17;9.805;75,39;215.971;7,25
2648; Resultado del  jueves 20 de abril de 1995;19950420; 06; 11; 22; 31; 34; 41;30;9;12.742.261,37;0;1;1.662.865,11;7;49.148,72;297;2.316,78;18.964;51,40;351.110;5,88
2649; Resultado del  sábado 15 de abril de 1995;19950415; 04; 06; 13; 15; 21; 48;35;3;9.277.828,66;0;1;2.514.528,16;7;35.785,91;360;1.391,67;17.925;39,59;323.638;4,65
2650; Resultado del  jueves 13 de abril de 1995;19950413; 01; 14; 16; 19; 21; 42;07;3;12.256.487,93;0;1;1.599.471,67;9;36.769,46;317;2.087,86;17.834;52,58;361.056;5,50
2651; Resultado del  sábado 8 de abril de 1995;19950408; 12; 18; 24; 27; 33; 39;47;2;9.944.253,12;0;6;216.287,51;11;24.408,62;487;1.102,65;19.888;38,25;325.519;4,95
2652; Resultado del  jueves 6 de abril de 1995;19950406; 03; 12; 19; 37; 38; 48;31;2;13.234.554,59;0;1;1.727.109,37;8;44.666,62;285;2.507,60;15.859;63,84;336.368;6,38
2653; Resultado del  sábado 1 de abril de 1995;19950401; 03; 15; 18; 29; 43; 47;22;9;10.081.158,87;0;2;657.795,61;33;8.248,22;444;1.226,09;21.090;36,57;345.212;4,73
2654; Resultado del  jueves 30 de marzo de 1995;19950330; 15; 25; 43; 44; 46; 48;18;4;13.224.373,44;0;2;862.890,37;8;44.632,26;344;2.075,92;23.818;42,47;407.265;5,26
2655; Resultado del  sábado 25 de marzo de 1995;19950325; 09; 21; 25; 37; 38; 39;11;3;11.549.466,90;0;2;1.398.936,06;5;62.367,12;298;2.092,86;17.198;51,37;320.873;5,83
2656; Resultado del  jueves 23 de marzo de 1995;19950323; 05; 18; 24; 36; 43; 47;27;3;14.721.242,17;0;8;404.793,85;27;14.721,24;1.152;690,06;34.903;32,27;503.934;4,73
2657; Resultado del  sábado 18 de marzo de 1995;19950318; 18; 19; 31; 33; 35; 42;47;6;9.982.669,21;0;1;1.302.738,33;5;53.906,42;169;3.189,73;11.716;65,18;248.871;6,50
2658; Resultado del  jueves 16 de marzo de 1995;19950316; 06; 08; 26; 33; 35; 49;05;6;13.394.525,98;0;1;1.747.985,64;3;120.550,73;352;2.054,84;20.539;49,89;389.857;5,57
2659; Resultado del  sábado 11 de marzo de 1995;19950311; 10; 16; 29; 42; 43; 48;17;2;9.990.586,35;0;0;0,00;7;38.535,12;147;3.670,01;8.831;86,55;203.493;7,95
2660; Resultado del  jueves 9 de marzo de 1995;19950309; 01; 12; 16; 26; 46; 47;49;1;13.259.334,92;0;2;865.171,60;3;119.334,01;279;2.566,32;23.265;43,60;352.333;6,09
2661; Resultado del  sábado 4 de marzo de 1995;19950304; 02; 14; 24; 25; 33; 44;09;9;9.890.166,24;0;0;0,00;6;44.505,75;354;1.508,67;19.449;38,90;337.796;4,74
2662; Resultado del  jueves 2 de marzo de 1995;19950302; 01; 15; 19; 26; 46; 47;38;8;13.054.165,01;0;1;1.703.568,53;9;39.162,50;275;2.563,36;17.770;56,20;366.501;5,77
2663; Resultado del  sábado 25 de febrero de 1995;19950225; 07; 08; 11; 28; 30; 32;09;3;9.869.891,70;0;3;429.340,29;7;38.069,59;247;2.157,79;14.794;51,04;285.109;5,61
2664; Resultado del  jueves 23 de febrero de 1995;19950223; 07; 13; 14; 20; 23; 48;25;3;13.165.804,21;0;1;1.718.137,45;7;50.782,39;361;1.969,40;23.148;43,51;437.723;4,87
2665; Resultado del  sábado 18 de febrero de 1995;19950218; 07; 08; 12; 36; 38; 44;22;4;10.093.706,80;0;0;0,00;4;68.132,52;213;2.558,97;14.517;53,19;282.946;5,78
2666; Resultado del  jueves 16 de febrero de 1995;19950216; 05; 15; 17; 22; 32; 40;43;3;13.417.359,03;0;3;583.655,12;11;32.933,52;546;1.326,99;28.283;36,29;501.733;4,33
2667; Resultado del  sábado 11 de febrero de 1995;19950211; 05; 11; 15; 19; 29; 32;45;2;11.070.085,22;0;1;2.731.596,16;14;21.349,45;305;1.959,95;19.153;44,22;352.173;5,09
2668; Resultado del  jueves 9 de febrero de 1995;19950209; 02; 09; 20; 25; 40; 43;49;9;14.210.234,03;0;2;1.787.686,94;32;11.989,88;505;1.519,51;25.751;42,22;449.815;5,12
2669; Resultado del  sábado 4 de febrero de 1995;19950204; 06; 10; 15; 16; 38; 43;39;1;10.883.593,57;0;2;1.310.002,24;6;48.976,17;267;2.201,18;13.723;60,67;285.298;6,18
2670; Resultado del  jueves 2 de febrero de 1995;19950202; 07; 14; 18; 39; 43; 47;38;4;14.102.501,41;0;1;3.108.083,39;4;95.191,89;476;1.599,86;24.868;43,38;433.066;5,28
2671; Resultado del  sábado 28 de enero de 1995;19950128; 06; 17; 32; 33; 35; 41;13;3;9.872.715,85;0;1;1.288.389,42;4;66.640,83;210;2.538,70;13.691;55,17;276.286;5,79
2672; Resultado del  jueves 26 de enero de 1995;19950126; 01; 11; 30; 35; 45; 47;16;1;13.200.538,51;0;3;574.223,43;5;71.282,91;217;3.284,93;14.602;69,16;321.808;6,65
2673; Resultado del  sábado 21 de enero de 1995;19950121; 04; 07; 09; 21; 31; 38;18;0;9.861.686,08;0;0;0,00;8;33.283,19;217;2.454,06;13.550;55,68;280.723;5,69
2674; Resultado del  jueves 19 de enero de 1995;19950119; 18; 25; 37; 38; 44; 49;31;1;13.187.266,96;0;0;0,00;6;59.342,70;321;2.218,42;19.150;52,68;366.189;5,84
2675; Resultado del  sábado 14 de enero de 1995;19950114; 01; 05; 07; 16; 21; 27;33;2;9.916.162,42;0;2;647.029,60;17;15.749,20;417;1.284,10;21.643;35,05;368.909;4,36
2676; Resultado del  jueves 12 de enero de 1995;19950112; 05; 08; 11; 35; 40; 49;37;8;13.254.313,46;0;2;864.843,95;6;59.644,41;366;1.955,56;20.176;50,26;383.265;5,60
2677; Resultado del  sábado 7 de enero de 1995;19950107; 01; 02; 10; 31; 33; 49;22;4;9.193.069,13;0;0;0,00;6;41.368,81;222;2.236,15;14.135;49,75;270.245;5,51
2678; Resultado del  jueves 5 de enero de 1995;19950105; 01; 09; 16; 17; 20; 31;15;7;12.689.668,00;0;1;1.656.001,68;11;31.147,37;381;1.798,53;17.846;54,40;341.381;6,02
2679; Resultado del  sábado 31 de diciembre de 1994;19941231; 01; 03; 07; 18; 21; 42;47;5;9.714.229,56;0;0;0,00;5;52.456,84;433;1.211,47;20.063;37,04;351.302;4,48
2680; Resultado del  jueves 29 de diciembre de 1994;19941229; 03; 15; 18; 36; 40; 44;01;6;12.740.819,54;0;4;415.669,24;5;68.800,43;561;1.226,39;23.356;41,73;389.045;5,31
2681; Resultado del  sábado 24 de diciembre de 1994;19941224; 02; 08; 15; 27; 34; 39;01;8;9.411.684,28;0;4;307.056,20;2;127.057,74;455;1.116,99;17.569;40,98;284.391;5,36
2682; Resultado del  jueves 22 de diciembre de 1994;19941222; 01; 05; 26; 45; 47; 48;21;7;12.429.337,20;0;1;1.622.028,51;2;167.796,05;279;2.405,68;17.890;53,15;362.171;5,56
2683; Resultado del  sábado 17 de diciembre de 1994;19941217; 07; 23; 25; 27; 29; 49;45;5;10.234.597,26;0;8;166.951,86;17;16.254,95;611;904,53;26.711;29,31;401.577;4,13
2684; Resultado del  jueves 15 de diciembre de 1994;19941215; 02; 15; 25; 34; 35; 36;39;2;13.572.052,94;0;2;885.576,45;7;52.349,34;519;1.412,12;27.614;37,60;465.430;4,72
2685; Resultado del  sábado 10 de diciembre de 1994;19941210; 17; 28; 33; 34; 36; 41;40;5;9.842.813,10;0;1;1.284.487,11;6;44.292,66;191;2.782,78;13.005;57,90;255.343;6,24
2686; Resultado del  jueves 8 de diciembre de 1994;19941208; 03; 17; 18; 23; 25; 42;24;5;11.955.089,97;0;4;390.034,81;6;53.797,90;497;1.298,94;25.945;35,25;433.365;4,47
2687; Resultado del  sábado 3 de diciembre de 1994;19941203; 01; 20; 23; 26; 32; 36;46;8;10.654.018,37;0;1;1.390.349,40;2;143.829,25;219;2.627,02;13.642;59,75;290.145;5,95
2688; Resultado del  jueves 1 de diciembre de 1994;19941201; 04; 14; 38; 43; 44; 48;03;1;13.931.703,39;0;2;909.043,65;3;125.385,33;213;3.531,98;14.833;71,85;326.443;6,91
2689; Resultado del  sábado 26 de noviembre de 1994;19941126; 04; 17; 25; 26; 30; 49;06;3;10.684.365,27;0;1;1.394.309,67;6;48.079,65;348;1.657,92;17.260;47,35;331.389;5,22
2690; Resultado del  jueves 24 de noviembre de 1994;19941124; 08; 15; 20; 46; 47; 48;49;5;13.954.479,94;0;1;1.821.059,63;10;37.677,09;303;2.486,94;16.748;63,74;354.112;6,38
2691; Resultado del  sábado 19 de noviembre de 1994;19941119; 15; 18; 23; 27; 32; 41;11;8;11.054.617,58;0;4;360.656,90;19;15.709,19;723;825,66;25.576;33,07;381.917;4,69
2692; Resultado del  jueves 17 de noviembre de 1994;19941117; 01; 06; 17; 26; 30; 32;39;2;14.371.869,63;0;1;1.875.528,99;6;64.673,42;306;2.536,21;18.897;58,18;376.921;6,18
2693; Resultado del  sábado 12 de noviembre de 1994;19941112; 01; 06; 21; 29; 33; 43;42;4;19.530.949,72;0;1;14.259.184,87;3;175.778,55;391;2.697,37;23.935;62,42;504.281;6,27
2694; Resultado del  jueves 10 de noviembre de 1994;19941110; 06; 07; 25; 36; 41; 43;08;0;18.175.815,87;0;2;3.420.890,88;8;61.343,38;442;2.220,58;30.057;46,26;578.568;5,09
2695; Resultado del  sábado 5 de noviembre de 1994;19941105; 18; 22; 23; 33; 40; 42;28;4;10.226.564,13;0;1;1.334.566,62;4;69.029,31;220;2.510,16;14.260;54,86;292.931;5,66
2696; Resultado del  jueves 3 de noviembre de 1994;19941103; 04; 06; 10; 17; 32; 45;36;9;12.954.862,79;0;1;1.690.609,59;7;49.968,76;314;2.227,90;18.492;53,59;350.563;5,99
2697; Resultado del  sábado 29 de octubre de 1994;19941029; 02; 06; 09; 18; 28; 33;45;4;10.303.167,93;0;1;1.344.563,41;12;23.182,13;314;1.771,88;17.208;45,80;319.701;5,22
2698; Resultado del  jueves 27 de octubre de 1994;19941027; 09; 15; 27; 32; 47; 49;08;6;13.487.769,40;0;7;251.450,56;7;52.024,25;564;1.291,38;26.256;39,30;442.326;4,94
2699; Resultado del  sábado 22 de octubre de 1994;19941022; 03; 08; 10; 14; 19; 49;48;8;13.965.123,27;0;2;3.950.067,81;12;31.421,53;419;1.799,80;22.836;46,78;412.670;5,48
2700; Resultado del  jueves 20 de octubre de 1994;19941020; 09; 14; 28; 29; 42; 44;46;6;15.636.900,94;0;1;4.858.964,99;2;211.098,16;293;2.881,89;19.418;61,60;414.931;6,11
2701; Resultado del  sábado 15 de octubre de 1994;19941015; 11; 14; 17; 22; 23; 48;46;7;10.291.840,06;0;0;0,00;6;46.313,28;330;1.684,12;19.544;40,29;338.268;4,93
2702; Resultado del  jueves 13 de octubre de 1994;19941013; 03; 10; 12; 26; 30; 38;49;4;12.886.382,27;0;0;0,00;13;26.764,02;415;1.676,78;25.511;38,65;392.355;5,32
2703; Resultado del  sábado 8 de octubre de 1994;19941008; 01; 04; 23; 30; 31; 32;20;2;11.073.408,22;0;0;0,00;13;22.998,62;244;2.450,67;14.155;59,84;279.637;6,41
2704; Resultado del  jueves 6 de octubre de 1994;19941006; 15; 22; 26; 29; 33; 35;12;4;14.296.280,34;0;5;373.132,91;20;19.299,98;828;932,37;35.536;30,78;547.458;4,23
2705; Resultado del  sábado 1 de octubre de 1994;19941001; 03; 10; 12; 15; 26; 33;25;2;14.397.793,08;0;0;0,00;18;21.596,69;631;1.232,14;32.958;33,42;537.262;4,34
2706; Resultado del  jueves 29 de septiembre de 1994;19940929; 02; 19; 27; 29; 45; 49;47;7;14.976.016,61;0;0;0,00;5;80.870,49;317;2.551,12;21.254;53,90;412.188;5,88
2707; Resultado del  sábado 24 de septiembre de 1994;19940924; 07; 08; 17; 25; 32; 35;26;2;9.128.165,83;0;0;0,00;14;17.604,32;263;1.874,23;15.584;44,81;308.172;4,80
2708; Resultado del  jueves 22 de septiembre de 1994;19940922; 12; 14; 30; 40; 42; 49;39;9;12.427.064,78;0;0;0,00;11;30.502,79;218;3.078,26;16.171;58,79;333.287;6,04
2709; Resultado del  sábado 17 de septiembre de 1994;19940917; 26; 28; 31; 40; 46; 47;07;1;9.169.482,41;0;0;0,00;3;82.525,34;130;3.808,86;9.910;70,78;211.878;7,01
2710; Resultado del  jueves 15 de septiembre de 1994;19940915; 12; 17; 21; 23; 29; 35;31;0;12.443.646,10;0;3;541.298,61;20;16.798,92;594;1.131,24;28.276;33,67;418.016;4,82
2711; Resultado del  sábado 10 de septiembre de 1994;19940910; 01; 15; 20; 32; 41; 48;14;9;9.321.284,84;0;2;608.213,83;5;50.334,94;178;2.827,80;11.166;63,86;227.938;6,62
2712; Resultado del  jueves 8 de septiembre de 1994;19940908; 26; 27; 39; 40; 41; 49;42;9;12.508.535,57;0;1;1.632.363,89;14;24.123,60;261;2.587,97;13.489;70,94;284.728;7,12
2713; Resultado del  sábado 3 de septiembre de 1994;19940903; 03; 13; 16; 33; 44; 49;14;8;12.521.778,88;0;0;0,00;11;30.735,28;567;1.192,55;28.712;33,36;425.968;4,76
2714; Resultado del  jueves 1 de septiembre de 1994;19940901; 01; 02; 09; 13; 19; 20;15;7;15.372.232,64;0;3;3.292.837,11;22;18.865,92;631;1.315,53;30.397;38,69;511.140;4,87
2715; Resultado del  sábado 27 de agosto de 1994;19940827; 11; 13; 22; 24; 25; 39;19;3;8.210.281,51;0;2;535.720,87;3;73.892,53;343;1.292,58;19.126;32,84;328.283;4,05
2716; Resultado del  jueves 25 de agosto de 1994;19940825; 02; 10; 12; 18; 19; 43;35;5;11.326.222,16;0;0;0,00;10;30.580,80;267;2.290,70;15.798;54,85;309.079;5,94
2717; Resultado del  sábado 20 de agosto de 1994;19940820; 19; 24; 28; 32; 41; 47;36;2;8.209.352,35;0;2;535.660,24;10;22.165,25;250;1.773,22;11.878;52,87;218.136;6,09
2718; Resultado del  jueves 18 de agosto de 1994;19940818; 05; 09; 20; 24; 25; 45;23;2;11.141.909,78;0;0;0,00;8;37.603,95;528;1.139,51;27.572;30,92;448.256;4,03
2719; Resultado del  sábado 13 de agosto de 1994;19940813; 07; 08; 27; 30; 37; 45;36;6;10.320.951,28;0;0;0,00;5;55.733,14;146;3.817,34;13.055;60,48;283.410;5,90
2720; Resultado del  jueves 11 de agosto de 1994;19940811; 08; 11; 19; 32; 37; 39;21;7;13.609.199,69;0;0;0,00;5;73.489,68;317;2.318,28;18.355;56,72;350.820;6,29
2721; Resultado del  sábado 6 de agosto de 1994;19940806; 08; 13; 17; 33; 45; 47;32;0;7.990.980,01;0;2;521.411,45;7;30.822,35;404;1.068,10;18.098;33,78;279.634;4,63
2722; Resultado del  jueves 4 de agosto de 1994;19940804; 30; 33; 42; 44; 46; 47;02;9;11.111.352,52;0;0;0,00;2;150.003,26;184;3.260,94;12.115;70,16;236.539;7,61
2723; Resultado del  sábado 30 de julio de 1994;19940730; 03; 16; 26; 28; 37; 41;30;4;8.296.617,50;0;1;1.082.708,59;3;74.669,56;171;2.619,99;11.245;56,44;219.574;6,12
2724; Resultado del  jueves 28 de julio de 1994;19940728; 11; 22; 35; 39; 46; 48;13;7;11.472.129,87;0;1;1.497.112,95;8;38.718,44;226;2.741,13;15.013;58,45;293.843;6,32
2725; Resultado del  sábado 23 de julio de 1994;19940723; 16; 30; 38; 39; 42; 44;25;0;9.527.120,67;0;0;0,00;8;32.154,03;148;3.476,11;9.462;77,03;202.174;7,63
2726; Resultado del  jueves 21 de julio de 1994;19940721; 10; 13; 28; 31; 34; 38;39;2;12.823.135,96;0;0;0,00;5;69.244,94;304;2.277,79;17.234;56,92;338.945;6,13
2727; Resultado del  sábado 16 de julio de 1994;19940716; 11; 15; 26; 33; 38; 45;09;3;8.300.634,67;0;5;216.646,56;19;11.795,64;427;1.049,73;17.140;37,05;272.225;4,94
2728; Resultado del  jueves 14 de julio de 1994;19940714; 12; 14; 15; 25; 43; 47;39;7;11.627.947,06;0;0;0,00;8;39.244,32;374;1.678,90;23.120;38,48;425.888;4,42
2729; Resultado del  sábado 9 de julio de 1994;19940709; 16; 21; 24; 39; 44; 46;48;2;8.318.152,97;0;0;0,00;6;37.431,69;202;2.223,67;10.765;59,11;207.194;6,50
2730; Resultado del  jueves 7 de julio de 1994;19940707; 08; 15; 17; 20; 29; 36;39;8;11.629.515,70;0;2;758.825,90;3;104.665,64;404;1.554,44;25.910;34,34;350.114;5,38
2731; Resultado del  sábado 2 de julio de 1994;19940702; 01; 10; 14; 40; 48; 49;26;5;8.502.022,41;0;0;0,00;10;22.955,46;341;1.346,36;21.674;30,01;243.267;5,66
2732; Resultado del  jueves 30 de junio de 1994;19940630; 05; 09; 33; 40; 46; 47;13;5;11.725.868,76;0;0;0,00;7;45.228,35;230;2.753,03;16.248;55,21;322.155;5,90
2733; Resultado del  sábado 25 de junio de 1994;19940625; 03; 08; 22; 27; 33; 41;47;0;8.521.750,03;0;1;1.112.088,38;5;46.017,45;333;1.381,91;17.184;37,94;287.296;4,81
2734; Resultado del  jueves 23 de junio de 1994;19940623; 01; 12; 23; 35; 40; 45;02;9;12.007.996,47;0;3;522.347,85;4;81.053,98;711;912,00;26.879;34,17;361.370;5,39
2735; Resultado del  sábado 18 de junio de 1994;19940618; 02; 07; 09; 11; 14; 16;25;9;10.199.391,78;0;4;1.364.735,46;18;15.299,09;512;1.075,72;20.385;38,28;345.289;4,78
2736; Resultado del  jueves 16 de junio de 1994;19940616; 04; 15; 29; 39; 42; 43;14;8;13.048.542,55;0;0;0,00;5;70.462,13;233;3.024,12;14.910;66,95;324.417;6,51
2737; Resultado del  sábado 11 de junio de 1994;19940611; 01; 07; 21; 28; 29; 34;49;9;8.722.810,81;0;1;1.138.326,81;11;21.410,53;275;1.712,84;14.870;44,88;274.115;5,16
2738; Resultado del  jueves 9 de junio de 1994;19940609; 02; 12; 22; 26; 27; 41;16;6;12.144.594,50;0;1;1.584.869,58;5;65.580,81;301;2.178,77;18.650;49,82;366.678;5,37
2739; Resultado del  sábado 4 de junio de 1994;19940604; 18; 29; 33; 39; 43; 48;46;5;8.836.273,48;0;1;1.153.133,69;2;119.289,69;119;4.009,74;8.205;82,39;189.015;7,57
