Indice;Fecha_larga;Fecha_AAAAMMDD;B1;B2;B3;B4;B5;B6;C;R;Recaudación;Bote;ACE;PCE;AC1;PC1;AC2;PC2;AC3;PC3;AC4;PC4;AC5;PC5;ACR;PCR
114; Resultado del  jueves 1 de agosto de 2019;20190801; 06; 11; 21; 22; 28; 41;37;8;11.966.765,00;0;0;0,00;1;1.441.649,70;6;36.041,24;198;2.366,34;12.084;62,63;222.615;8,00;1.199.178;1,00
115; Resultado del  sábado 27 de julio de 2019;20190727; 01; 09; 17; 19; 38; 43;31;9;12.587.978,00;29.000.000;1;27.838.421,50;2;783.946,82;8;29.398,01;185;2.754,41;11.480;71,70;218.107;8,00;1.217.762;1,00
116; Resultado del  jueves 25 de julio de 2019;20190725; 07; 15; 16; 35; 37; 38;27;6;13.037.711,00;28.000.000;0;0,00;2;795.659,59;5;47.739,58;208;2.486,44;11.787;70,88;236.084;8,00;1.363.819;1,00
117; Resultado del  sábado 20 de julio de 2019;20190720; 15; 21; 22; 26; 28; 35;39;6;12.329.221,00;27.300.000;0;0,00;1;1.414.680,58;3;70.734,03;251;1.831,76;13.445;55,24;251.431;8,00;1.265.046;1,00
118; Resultado del  jueves 18 de julio de 2019;20190718; 18; 23; 24; 33; 45; 48;21;6;13.069.187,00;25.000.000;0;0,00;0;0,00;3;82.238,52;209;2.557,66;11.287;76,50;221.151;8,00;1.334.157;1,00
119; Resultado del  sábado 13 de julio de 2019;20190713; 07; 14; 29; 31; 43; 46;25;6;12.507.871,00;24.300.000;0;0,00;1;1.583.515,98;6;39.587,90;251;2.050,37;11.874;70,01;208.719;8,00;1.258.050;1,00
120; Resultado del  jueves 11 de julio de 2019;20190711; 12; 13; 26; 30; 39; 46;32;8;13.298.247,00;23.300.000;0;0,00;1;1.712.919,66;2;128.468,98;193;2.884,45;11.006;81,71;212.739;8,00;1.332.732;1,00
121; Resultado del  sábado 6 de julio de 2019;20190706; 09; 14; 15; 22; 26; 48;29;9;12.513.686,00;22.500.000;0;0,00;1;1.447.445,88;5;43.423,38;264;1.781,89;14.333;53,02;251.568;8,00;1.216.782;1,00
122; Resultado del  jueves 4 de julio de 2019;20190704; 02; 13; 19; 32; 34; 49;23;6;13.213.679,00;20.000.000;0;0,00;0;0,00;7;35.467,98;220;2.445,14;11.785;73,73;226.028;8,00;1.329.597;1,00
123; Resultado del  sábado 29 de junio de 2019;20190629; 07; 14; 23; 27; 31; 45;20;6;12.263.313,00;19.400.000;0;0,00;3;456.864,38;7;29.369,85;448;994,29;17.036;42,24;261.501;8,00;1.218.408;1,00
124; Resultado del  jueves 27 de junio de 2019;20190627; 08; 13; 17; 27; 32; 49;38;3;12.836.234,00;17.200.000;0;0,00;0;0,00;5;44.438,42;320;1.504,43;14.895;52,21;259.138;8,00;1.312.647;1,00
125; Resultado del  sábado 22 de junio de 2019;20190622; 01; 02; 03; 12; 18; 27;21;1;12.176.622,00;16.600.000;0;0,00;3;448.830,92;9;22.441,55;287;1.524,77;15.916;44,41;264.156;8,00;1.154.950;1,00
126; Resultado del  jueves 20 de junio de 2019;20190620; 07; 09; 14; 35; 39; 48;10;2;12.848.936,00;15.900.000;0;0,00;2;780.986,64;4;58.574,00;228;2.226,50;12.207;67,18;234.636;8,00;1.252.708;1,00
127; Resultado del  sábado 15 de junio de 2019;20190615; 12; 15; 18; 21; 32; 43;38;5;12.257.844,00;15.100.000;0;0,00;1;1.481.698,32;3;74.084,92;245;1.965,52;13.126;59,26;226.473;8,00;1.270.349;1,00
128; Resultado del  jueves 13 de junio de 2019;20190613; 12; 15; 21; 30; 44; 47;06;9;12.908.403,00;14.400.000;0;0,00;2;802.484,27;6;40.124,21;201;2.595,10;11.847;71,12;224.545;8,00;1.253.664;1,00
129; Resultado del  sábado 8 de junio de 2019;20190608; 05; 23; 25; 28; 30; 42;11;7;12.301.745,00;12.200.000;0;0,00;0;0,00;9;24.285,34;233;2.032,46;13.258;57,70;236.623;8,00;1.320.831;1,00
130; Resultado del  jueves 6 de junio de 2019;20190606; 06; 11; 17; 21; 36; 45;03;7;12.834.400,00;11.500.000;0;0,00;2;774.473,60;5;46.468,42;236;2.133,08;13.072;62,21;237.889;8,00;1.363.815;1,00
131; Resultado del  sábado 1 de junio de 2019;20190601; 14; 21; 22; 26; 44; 49;09;5;12.152.227,00;10.600.000;0;0,00;1;1.485.938,46;10;22.289,08;246;1.963,13;12.517;62,32;219.207;8,00;1.256.155;1,00
132; Resultado del  jueves 30 de mayo de 2019;20190530; 02; 15; 21; 39; 44; 48;37;8;12.627.682,00;8.300.000;0;0,00;0;0,00;8;30.728,89;200;2.663,17;10.458;82,27;198.159;8,00;1.269.575;1,00
133; Resultado del  sábado 25 de mayo de 2019;20190525; 04; 17; 19; 36; 38; 48;06;2;11.923.078,00;6.000.000;0;0,00;0;0,00;6;37.927,61;219;2.251,41;10.566;75,38;196.578;8,00;1.170.175;1,00
134; Resultado del  jueves 23 de mayo de 2019;20190523; 11; 14; 16; 18; 39; 41;43;7;12.322.445,00;3.500.000;0;0,00;0;0,00;2;121.237,57;158;3.325,08;9.789;86,70;187.981;8,00;1.300.640;1,00
135; Resultado del  sábado 18 de mayo de 2019;20190518; 03; 16; 19; 30; 36; 47;12;4;11.704.129,00;2.700.000;0;0,00;1;1.461.127,22;2;109.584,54;233;2.038,05;10.314;74,37;201.755;8,00;1.169.031;1,00
136; Resultado del  jueves 16 de mayo de 2019;20190516; 01; 15; 27; 29; 31; 33;26;2;12.032.772,00;0;0;0,00;1;1.464.858,96;1;219.728,84;254;1.874,33;12.412;61,96;219.075;8,00;1.177.866;1,00
137; Resultado del  sábado 11 de mayo de 2019;20190511; 07; 15; 17; 28; 45; 47;11;7;12.850.610,00;23.500.000;1;22.914.653,77;1;1.398.415,40;5;41.952,46;285;1.594,68;16.608;44,21;285.842;8,00;1.359.066;1,00
138; Resultado del  jueves 9 de mayo de 2019;20190509; 11; 21; 24; 26; 35; 38;06;1;13.543.325,00;21.500.000;0;0,00;0;0,00;8;31.517,70;210;2.601,46;12.485;70,68;236.517;8,00;1.295.912;1,00
139; Resultado del  sábado 4 de mayo de 2019;20190504; 09; 21; 34; 35; 47; 48;12;7;12.364.847,00;20.700.000;0;0,00;1;1.599.246,86;5;47.977,41;182;2.855,80;10.326;81,31;195.758;8,00;1.290.891;1,00
140; Resultado del  jueves 2 de mayo de 2019;20190502; 03; 06; 11; 15; 22; 24;12;9;12.501.759,00;20.000.000;0;0,00;4;309.447,96;14;13.262,06;563;714,53;21.031;30,90;316.414;8,00;1.220.913;1,00
141; Resultado del  sábado 27 de abril de 2019;20190427; 05; 08; 27; 30; 47; 49;33;3;12.430.333,00;18.100.000;0;0,00;0;0,00;4;55.456,47;211;2.277,83;12.926;60,06;237.069;8,00;1.270.277;1,00
142; Resultado del  jueves 25 de abril de 2019;20190425; 04; 15; 16; 21; 28; 42;01;8;12.795.349,00;17.400.000;0;0,00;1;1.519.754,82;7;32.566,17;288;1.715,00;17.885;44,61;244.815;8,00;1.309.745;1,00
143; Resultado del  sábado 20 de abril de 2019;20190420; 02; 04; 19; 40; 44; 45;36;8;11.098.231,00;15.000.000;0;0,00;0;0,00;4;54.254,82;141;3.334,81;8.548;88,86;172.152;8,00;1.119.883;1,00
144; Resultado del  jueves 18 de abril de 2019;20190418; 18; 19; 25; 29; 32; 41;10;6;12.452.216,00;14.300.000;0;0,00;1;1.617.629,28;3;80.881,46;164;3.205,67;9.332;91,00;194.928;8,00;1.253.550;1,00
145; Resultado del  sábado 13 de abril de 2019;20190413; 15; 18; 21; 29; 40; 47;09;8;12.406.383,00;12.000.000;0;0,00;0;0,00;2;119.304,49;192;2.692,64;10.550;79,16;200.757;8,00;1.243.232;1,00
146; Resultado del  jueves 11 de abril de 2019;20190411; 03; 22; 36; 39; 45; 47;29;6;12.939.916,00;11.200.000;0;0,00;1;1.598.135,28;4;59.930,07;361;1.438,76;16.267;51,58;228.453;8,00;1.279.299;1,00
147; Resultado del  sábado 6 de abril de 2019;20190406; 01; 10; 14; 33; 39; 44;20;7;12.282.725,00;8.700.000;0;0,00;0;0,00;4;60.384,04;153;3.420,45;9.582;88,23;187.703;8,00;1.284.712;1,00
148; Resultado del  jueves 4 de abril de 2019;20190404; 06; 16; 17; 25; 36; 37;44;3;12.677.256,00;6.500.000;0;0,00;0;0,00;3;79.416,26;183;2.820,80;10.930;76,29;216.744;8,00;1.299.492;1,00
149; Resultado del  sábado 30 de marzo de 2019;20190330; 04; 05; 22; 32; 44; 45;23;8;12.030.439,00;4.100.000;0;0,00;0;0,00;4;55.717,10;190;2.541,48;10.456;74,60;212.403;8,00;1.203.576;1,00
150; Resultado del  jueves 28 de marzo de 2019;20190328; 01; 07; 10; 23; 38; 47;13;2;12.180.140,00;0;0;0,00;0;0,00;9;23.407,51;266;1.715,96;13.605;54,20;246.242;8,00;1.190.209;1,00
151; Resultado del  sábado 23 de marzo de 2019;20190323; 03; 08; 20; 25; 30; 38;24;0;12.214.795,00;14.400.000;1;13.085.952,17;2;720.118,75;5;43.207,13;271;1.727,22;13.178;57,38;237.008;8,00;1.163.626;1,00
152; Resultado del  jueves 21 de marzo de 2019;20190321; 17; 22; 38; 44; 47; 49;46;5;12.774.364,00;12.200.000;0;0,00;0;0,00;2;119.929,44;199;2.611,53;11.548;72,70;218.852;8,00;1.316.876;1,00
153; Resultado del  sábado 16 de marzo de 2019;20190316; 06; 17; 19; 29; 31; 38;35;4;12.245.854,00;11.300.000;0;0,00;2;780.344,46;4;58.525,84;202;2.511,01;10.371;79,01;201.114;8,00;1.223.497;1,00
154; Resultado del  jueves 14 de marzo de 2019;20190314; 10; 16; 17; 23; 27; 43;39;3;12.752.772,00;8.900.000;0;0,00;0;0,00;0;0,00;164;4.601,03;11.073;75,32;220.917;8,00;1.311.255;1,00
155; Resultado del  sábado 9 de marzo de 2019;20190309; 03; 23; 25; 37; 43; 46;16;0;12.261.379,00;8.100.000;0;0,00;2;728.464,91;8;27.317,43;294;1.610,55;14.327;53,39;234.412;8,00;1.174.323;1,00
156; Resultado del  jueves 7 de marzo de 2019;20190307; 04; 06; 15; 21; 26; 40;32;0;12.771.265,00;5.800.000;0;0,00;0;0,00;2;114.955,36;260;1.915,92;12.968;62,05;239.403;8,00;1.217.284;1,00
157; Resultado del  sábado 2 de marzo de 2019;20190302; 03; 05; 19; 35; 40; 47;30;1;12.308.403,00;5.000.000;0;0,00;1;1.502.139,74;4;56.330,24;228;2.141,21;12.198;64,65;222.929;8,00;1.182.502;1,00
158; Resultado del  jueves 28 de febrero de 2019;20190228; 02; 20; 22; 29; 34; 36;28;2;12.820.660,00;4.300.000;0;0,00;1;1.655.651,60;5;49.669,55;198;2.717,61;10.344;84,03;203.771;8,00;1.257.324;1,00
159; Resultado del  sábado 23 de febrero de 2019;20190223; 07; 15; 28; 29; 38; 48;22;6;12.011.793,00;0;0;0,00;0;0,00;7;31.394,08;187;2.546,22;11.524;66,74;217.833;8,00;1.191.416;1,00
160; Resultado del  jueves 21 de febrero de 2019;20190221; 04; 13; 26; 40; 41; 48;06;7;13.548.904,00;22.000.000;1;20.868.383,56;3;578.356,11;2;130.130,13;210;2.685,22;11.932;76,34;219.917;8,00;1.402.132;1,00
161; Resultado del  sábado 16 de febrero de 2019;20190216; 08; 19; 24; 25; 29; 49;38;3;12.684.499,00;20.000.000;0;0,00;0;0,00;5;44.594,60;266;1.816,20;14.186;55,01;248.976;8,00;1.320.155;1,00
162; Resultado del  jueves 14 de febrero de 2019;20190214; 03; 10; 28; 34; 40; 42;01;2;13.288.269,00;17.500.000;0;0,00;0;0,00;1;259.345,98;174;3.229,40;10.894;83,32;207.161;8,00;1.299.812;1,00
163; Resultado del  sábado 9 de febrero de 2019;20190209; 27; 30; 35; 36; 40; 49;21;3;12.734.799,00;16.600.000;0;0,00;1;1.701.028,62;0;0,00;165;4.896,90;8.698;102,67;184.761;8,00;1.315.266;1,00
164; Resultado del  jueves 7 de febrero de 2019;20190207; 07; 08; 27; 37; 41; 45;14;1;13.290.721,00;14.100.000;0;0,00;0;0,00;2;121.794,74;173;3.050,74;11.872;71,81;240.125;8,00;1.296.716;1,00
165; Resultado del  sábado 2 de febrero de 2019;20190202; 08; 21; 25; 27; 43; 47;12;3;12.799.625,00;13.300.000;0;0,00;2;774.249,45;10;23.227,48;281;1.790,97;13.472;60,34;236.073;8,00;1.311.543;1,00
166; Resultado del  jueves 31 de enero de 2019;20190131; 05; 07; 23; 25; 33; 42;14;1;13.376.934,00;12.500.000;0;0,00;3;476.582,97;16;13.403,90;338;1.374,76;18.350;40,91;305.656;8,00;1.290.390;1,00
167; Resultado del  sábado 26 de enero de 2019;20190126; 08; 24; 34; 37; 43; 48;29;3;None;10.000.000;0;0,00;0;0,00;3;82.291,39;154;3.473,34;10.246;84,33;201.920;8,00;1.291.036;1,00
168; Resultado del  jueves 24 de enero de 2019;20190124; 02; 05; 14; 18; 35; 49;32;4;13.165.224,00;9.300.000;0;0,00;2;782.348,56;7;33.529,22;256;1.986,43;14.156;58,03;251.576;8,00;1.332.664;1,00
169; Resultado del  sábado 19 de enero de 2019;20190119; 07; 08; 24; 32; 36; 41;11;9;12.770.383,00;7.000.000;0;0,00;0;0,00;7;33.028,80;280;1.789,06;13.814;58,58;236.664;8,00;1.252.824;1,00
170; Resultado del  jueves 17 de enero de 2019;20190117; 08; 19; 24; 26; 30; 47;07;4;13.397.766,00;6.400.000;0;0,00;1;1.635.569,08;6;40.889,23;277;1.918,99;13.760;62,40;242.509;8,00;1.338.036;1,00
171; Resultado del  sábado 12 de enero de 2019;20190112; 03; 06; 07; 32; 41; 43;27;7;13.117.012,00;5.300.000;0;0,00;1;1.625.865,36;8;30.484,98;205;2.577,59;11.390;74,94;229.749;8,00;1.356.488;1,00
172; Resultado del  jueves 10 de enero de 2019;20190110; 06; 10; 13; 14; 15; 28;01;5;13.948.210,00;4.500.000;0;0,00;2;781.249,30;11;21.306,80;344;1.476,20;18.019;45,52;296.306;8,00;1.426.680;1,00
173; Resultado del  sábado 5 de enero de 2019;20190105; 19; 21; 29; 37; 41; 49;26;0;12.277.461,00;0;0;0,00;0;0,00;3;80.901,79;151;3.482,53;9.102;93,33;184.971;8,00;1.175.973;1,00
174; Resultado del  jueves 3 de enero de 2019;20190103; 07; 13; 23; 40; 41; 49;16;3;14.714.931,00;80.000.000;1;78.585.995,56;2;862.762,99;8;32.353,61;339;1.654,27;16.283;55,63;288.488;8,00;1.520.414;1,00
175; Resultado del  sábado 29 de diciembre de 2018;20181229; 07; 15; 20; 28; 32; 42;17;3;14.176.055,00;79.000.000;0;0,00;1;1.686.531,50;7;36.139,96;290;1.890,08;15.345;57,70;270.362;8,00;1.438.513;1,00
176; Resultado del  jueves 27 de diciembre de 2018;20181227; 01; 23; 29; 31; 35; 42;20;6;14.297.525,00;76.000.000;0;0,00;0;0,00;2;139.927,39;196;3.093,63;11.344;86,34;221.205;8,00;1.421.215;1,00
177; Resultado del  sábado 22 de diciembre de 2018;20181222; 08; 11; 32; 41; 44; 45;38;3;13.815.636,00;73.500.000;0;0,00;0;0,00;2;134.388,85;156;3.733,02;10.709;87,84;217.176;8,00;1.391.794;1,00
178; Resultado del  jueves 20 de diciembre de 2018;20181220; 08; 24; 25; 31; 43; 46;12;8;14.694.185,00;71.000.000;0;0,00;0;0,00;7;39.601,43;208;2.887,60;13.451;72,13;249.027;8,00;1.486.406;1,00
179; Resultado del  sábado 15 de diciembre de 2018;20181215; 06; 09; 10; 24; 26; 32;25;5;13.595.025,00;70.000.000;0;0,00;2;792.821,05;6;39.641,05;282;1.827,42;15.772;52,78;269.207;8,00;1.395.320;1,00
180; Resultado del  jueves 13 de diciembre de 2018;20181213; 02; 10; 41; 42; 44; 45;33;3;14.413.529,00;67.000.000;0;0,00;0;0,00;4;73.342,20;153;4.154,46;12.082;84,99;199.576;8,00;1.448.629;1,00
181; Resultado del  sábado 8 de diciembre de 2018;20181208; 08; 09; 12; 19; 24; 41;39;4;12.923.901,00;66.000.000;0;0,00;2;748.947,89;3;74.894,79;293;1.661,49;15.009;52,39;258.877;8,00;1.292.772;1,00
182; Resultado del  jueves 6 de diciembre de 2018;20181206; 19; 20; 32; 37; 42; 49;46;0;13.638.789,00;64.000.000;0;0,00;0;0,00;4;68.651,39;157;3.789,67;9.495;101,22;195.087;8,00;1.311.343;1,00
183; Resultado del  sábado 1 de diciembre de 2018;20181201; 02; 12; 19; 39; 44; 45;22;9;13.803.365,00;63.000.000;0;0,00;1;1.804.532,10;2;135.339,91;197;2.977,02;10.708;88,47;212.523;8,00;1.368.887;1,00
184; Resultado del  jueves 29 de noviembre de 2018;20181129; 08; 18; 26; 40; 44; 49;04;7;14.670.841,00;62.000.000;0;0,00;1;1.878.370,58;10;28.175,56;195;3.130,62;12.414;79,44;238.244;8,00;1.512.226;1,00
185; Resultado del  sábado 24 de noviembre de 2018;20181124; 02; 10; 14; 19; 24; 35;32;9;13.359.226,00;61.000.000;0;0,00;1;1.616.161,48;7;34.632,03;249;2.109,45;13.590;62,43;246.406;8,00;1.314.461;1,00
186; Resultado del  jueves 22 de noviembre de 2018;20181122; 09; 22; 39; 43; 45; 47;04;4;14.277.974,00;60.000.000;0;0,00;1;1.812.054,52;6;45.301,36;192;3.067,28;13.106;72,59;236.869;8,00;1.417.041;1,00
187; Resultado del  sábado 17 de noviembre de 2018;20181117; 02; 14; 23; 29; 30; 39;37;2;13.365.469,00;57.000.000;0;0,00;0;0,00;5;51.488,60;206;2.707,73;11.149;80,82;215.468;8,00;1.320.856;1,00
188; Resultado del  jueves 15 de noviembre de 2018;20181115; 06; 26; 36; 39; 40; 45;12;8;14.155.031,00;56.500.000;0;0,00;4;466.566,00;4;69.984,90;181;3.351,03;10.769;90,98;213.013;8,00;1.455.428;1,00
189; Resultado del  sábado 10 de noviembre de 2018;20181110; 20; 21; 22; 24; 40; 46;27;8;13.352.339,00;55.500.000;0;0,00;1;1.765.801,82;3;88.290,09;157;3.655,32;10.477;88,48;199.256;8,00;1.347.132;1,00
190; Resultado del  jueves 8 de noviembre de 2018;20181108; 16; 22; 26; 30; 35; 39;33;6;14.165.290,00;53.000.000;0;0,00;0;0,00;3;92.683,61;184;3.274,15;10.862;89,59;217.525;8,00;1.409.190;1,00
191; Resultado del  sábado 3 de noviembre de 2018;20181103; 01; 08; 16; 23; 36; 43;44;2;13.043.920,00;51.500.000;0;0,00;2;800.119,20;3;80.011,92;280;1.857,42;12.602;66,67;233.646;8,00;1.289.812;1,00
192; Resultado del  jueves 1 de noviembre de 2018;20181101; 13; 21; 28; 36; 37; 40;39;4;12.666.956,00;49.500.000;0;0,00;0;0,00;4;60.488,79;188;2.788,49;10.718;79,01;208.443;8,00;1.265.515;1,00
193; Resultado del  sábado 27 de octubre de 2018;20181027; 08; 15; 16; 34; 40; 42;18;6;13.106.683,00;49.000.000;0;0,00;4;426.023,14;3;85.204,63;180;3.076,83;14.963;59,79;204.722;8,00;1.303.741;1,00
194; Resultado del  jueves 25 de octubre de 2018;20181025; 07; 12; 13; 19; 31; 42;11;8;13.849.498,00;48.000.000;0;0,00;1;1.561.200,84;7;33.454,30;286;1.774,09;18.272;44,86;291.159;8,00;1.404.244;1,00
195; Resultado del  sábado 20 de octubre de 2018;20181020; 03; 12; 19; 20; 24; 39;45;8;13.123.209,00;47.000.000;0;0,00;1;1.575.531,22;8;29.541,21;251;2.040,03;13.693;60,41;245.827;8,00;1.313.953;1,00
196; Resultado del  jueves 18 de octubre de 2018;20181018; 05; 09; 16; 28; 41; 43;44;2;14.004.377,00;44.500.000;0;0,00;0;0,00;4;66.474,15;198;2.909,64;12.387;75,13;233.795;8,00;1.399.932;1,00
197; Resultado del  sábado 13 de octubre de 2018;20181013; 03; 11; 15; 17; 21; 40;29;8;12.483.396,00;42.500.000;0;0,00;0;0,00;3;70.698,88;252;1.823,58;14.933;49,71;260.323;8,00;1.250.480;1,00
198; Resultado del  jueves 11 de octubre de 2018;20181011; 02; 18; 24; 26; 27; 30;34;0;14.446.949,00;41.500.000;0;0,00;2;864.067,01;4;64.805,03;300;1.872,15;15.604;58,14;272.599;8,00;1.443.119;1,00
199; Resultado del  sábado 6 de octubre de 2018;20181006; 01; 11; 19; 26; 27; 34;44;8;13.338.563,00;40.500.000;0;0,00;1;1.641.082,14;3;82.054,11;244;2.185,87;12.840;67,10;237.456;8,00;1.330.522;1,00
200; Resultado del  jueves 4 de octubre de 2018;20181004; 19; 28; 34; 36; 41; 47;16;1;13.854.716,00;38.000.000;0;0,00;0;0,00;8;34.660,67;187;3.212,75;11.376;85,31;201.650;8,00;1.383.840;1,00
201; Resultado del  sábado 29 de septiembre de 2018;20180929; 07; 08; 22; 34; 39; 45;25;4;12.850.860,00;37.000.000;0;0,00;1;1.599.769,20;3;79.988,46;212;2.452,48;11.719;71,67;222.933;8,00;1.285.223;1,00
202; Resultado del  jueves 27 de septiembre de 2018;20180927; 04; 10; 17; 18; 21; 42;45;7;13.293.622,00;36.500.000;0;0,00;3;542.070,65;2;121.965,90;206;2.565,63;13.264;64,37;239.575;8,00;1.331.100;1,00
203; Resultado del  sábado 22 de septiembre de 2018;20180922; 09; 16; 19; 31; 32; 48;08;8;12.622.981,00;34.000.000;0;0,00;0;0,00;3;82.688,27;148;3.631,58;9.480;91,59;193.241;8,00;1.264.346;1,00
204; Resultado del  jueves 20 de septiembre de 2018;20180920; 04; 24; 26; 34; 36; 46;39;9;13.223.360,00;33.000.000;0;0,00;6;279.495,47;7;35.935,13;662;823,29;12.474;70,58;219.760;8,00;1.321.146;1,00
205; Resultado del  sábado 15 de septiembre de 2018;20180915; 04; 21; 24; 26; 34; 36;14;8;12.667.510,00;30.600.000;0;0,00;0;0,00;8;29.753,55;214;2.409,94;11.419;72,96;216.655;8,00;1.266.122;1,00
206; Resultado del  jueves 13 de septiembre de 2018;20180913; 02; 11; 23; 24; 43; 49;08;7;13.549.075,00;30.000.000;0;0,00;1;1.645.972,70;3;82.298,64;225;2.377,52;13.062;66,16;247.769;8,00;1.357.811;1,00
207; Resultado del  sábado 8 de septiembre de 2018;20180908; 09; 16; 30; 38; 40; 41;04;7;12.623.717,00;29.000.000;0;0,00;1;1.690.960,26;4;63.411,01;164;3.350,99;9.291;95,55;181.659;8,00;1.257.104;1,00
208; Resultado del  jueves 6 de septiembre de 2018;20180906; 03; 11; 21; 27; 28; 34;40;9;None;28.000.000;0;0,00;1;1.566.659,44;5;46.999,78;256;1.988,92;14.937;55,06;259.243;8,00;1.334.568;1,00
209; Resultado del  sábado 1 de septiembre de 2018;20180901; 04; 07; 19; 37; 44; 45;12;2;12.344.655,00;25.500.000;0;0,00;0;0,00;3;75.718,22;217;2.268,06;11.899;66,82;221.148;8,00;1.238.401;1,00
210; Resultado del  jueves 30 de agosto de 2018;20180830; 08; 11; 27; 38; 40; 44;26;5;13.024.689,00;23.000.000;0;0,00;0;0,00;4;63.252,45;210;2.610,42;10.979;80,66;205.535;8,00;1.303.676;1,00
211; Resultado del  sábado 25 de agosto de 2018;20180825; 08; 17; 18; 34; 41; 49;03;9;12.019.823,00;22.000.000;0;0,00;3;527.761,11;4;59.373,13;139;3.701,92;8.818;94,26;181.339;8,00;1.195.512;1,00
212; Resultado del  jueves 23 de agosto de 2018;20180823; 02; 09; 12; 40; 45; 48;05;6;12.655.583,00;21.500.000;0;0,00;1;1.612.980,94;5;48.389,43;172;3.047,78;10.065;84,13;207.820;8,00;1.267.603;1,00
213; Resultado del  sábado 18 de agosto de 2018;20180818; 07; 25; 35; 37; 41; 42;15;1;11.460.811,00;19.500.000;0;0,00;0;0,00;7;29.773,69;198;2.280,64;11.441;63,76;210.471;8,00;1.142.095;1,00
214; Resultado del  jueves 16 de agosto de 2018;20180816; 02; 04; 05; 13; 30; 38;35;2;11.568.240,00;17.000.000;0;0,00;0;0,00;1;204.714,96;174;2.549,13;11.173;64,13;224.224;8,00;1.157.916;1,00
215; Resultado del  sábado 11 de agosto de 2018;20180811; 10; 13; 15; 16; 24; 43;20;0;11.698.243,00;15.300.000;0;0,00;0;0,00;4;51.851,42;185;2.429,08;11.707;62,01;225.931;8,00;1.169.885;1,00
216; Resultado del  jueves 9 de agosto de 2018;20180809; 04; 12; 15; 17; 37; 46;16;8;12.337.266,00;14.300.000;0;0,00;2;750.273,94;6;37.513,70;231;2.111,16;11.888;66,27;225.050;8,00;1.233.265;1,00
217; Resultado del  sábado 4 de agosto de 2018;20180804; 06; 15; 35; 37; 45; 48;49;3;11.857.924,00;12.500.000;0;0,00;0;0,00;4;53.973,63;187;2.501,45;11.984;63,05;217.228;8,00;1.186.253;1,00
218; Resultado del  jueves 2 de agosto de 2018;20180802; 10; 18; 25; 37; 38; 49;32;9;12.416.103,00;11.800.000;0;0,00;2;771.783,67;14;16.538,22;184;2.726,41;11.442;70,82;216.041;8,00;1.241.178;1,00
219; Resultado del  sábado 28 de julio de 2018;20180728; 02; 10; 12; 20; 43; 46;40;7;11.881.181,00;11.000.000;0;0,00;1;1.527.598,18;4;57.284,93;150;3.309,80;9.502;84,40;190.942;8,00;1.191.145;1,00
220; Resultado del  jueves 26 de julio de 2018;20180726; 13; 25; 31; 32; 38; 40;15;7;12.351.818,00;8.600.000;0;0,00;0;0,00;2;116.250,91;199;2.531,43;11.668;69,74;210.411;8,00;1.234.017;1,00
221; Resultado del  sábado 21 de julio de 2018;20180721; 02; 18; 24; 28; 33; 36;47;8;11.846.175,00;8.000.000;0;0,00;2;720.302,95;4;54.022,72;204;2.295,08;11.807;64,06;216.158;8,00;1.190.392;1,00
222; Resultado del  jueves 19 de julio de 2018;20180719; 04; 05; 09; 22; 39; 49;28;1;12.264.436,00;5.900.000;0;0,00;0;0,00;5;43.409,71;186;2.528,34;12.522;60,67;237.690;8,00;1.225.165;1,00
223; Resultado del  sábado 14 de julio de 2018;20180714; 02; 12; 16; 18; 27; 40;33;5;11.846.607,00;5.100.000;0;0,00;1;1.474.357,26;4;55.288,40;172;2.785,85;10.691;72,40;205.635;8,00;1.185.275;1,00
224; Resultado del  jueves 12 de julio de 2018;20180712; 10; 20; 25; 26; 32; 47;02;4;12.466.819,00;4.300.000;0;0,00;1;1.579.765,02;7;33.852,11;159;3.229,08;10.347;80,16;207.582;8,00;1.248.978;1,00
225; Resultado del  sábado 7 de julio de 2018;20180707; 06; 09; 10; 11; 42; 44;21;4;12.023.530,00;0;0;0,00;0;0,00;5;44.780,12;182;2.665,48;11.005;71,21;209.864;8,00;1.200.843;1,00
226; Resultado del  jueves 5 de julio de 2018;20180705; 11; 13; 31; 32; 47; 49;01;4;14.676.290,00;56.000.000;2;27.442.418,03;4;457.954,65;12;22.897,73;232;2.566,13;13.126;73,27;253.098;8,00;1.466.420;1,00
227; Resultado del  sábado 30 de junio de 2018;20180630; 05; 14; 16; 30; 37; 44;23;3;13.841.222,00;55.000.000;0;0,00;1;1.767.717,56;11;24.105,24;206;2.788,87;12.191;76,13;226.157;8,00;1.387.564;1,00
228; Resultado del  jueves 28 de junio de 2018;20180628; 15; 28; 31; 32; 38; 49;12;2;14.562.896,00;54.500.000;0;0,00;2;947.753,44;4;71.081,51;150;4.106,93;11.665;85,31;226.817;8,00;1.457.307;1,00
229; Resultado del  sábado 23 de junio de 2018;20180623; 07; 08; 09; 21; 24; 25;04;4;13.325.719,00;52.200.000;0;0,00;0;0,00;9;23.528,78;412;1.113,62;18.594;39,86;308.407;8,00;1.334.677;1,00
230; Resultado del  jueves 21 de junio de 2018;20180621; 01; 12; 34; 38; 46; 48;36;5;14.039.726,00;49.500.000;0;0,00;0;0,00;6;46.203,81;208;2.887,74;11.429;84,90;212.187;8,00;1.402.949;1,00
